0	0	1404624	488	1544016	618	1734424	555	1734424	555
0	0	2087536	469	2228520	606	2409984	545	2409984	545
0	0	2759992	473	2904152	611	3186552	536	3186552	536
0	0	3421888	479	3559928	617	3736744	564	3736744	564
0	0	4081128	499	4217416	629	4474928	568	4474928	568
0	0	4738640	516	4872064	638	5132720	575	5132720	575
0	0	5393288	520	5529688	642	5740592	592	5740592	592
0	0	6049392	532	6195144	650	6387464	599	6387464	599
0	0	6703704	534	6833888	649	7032288	598	7032288	598
0	0	7359600	542	7497672	662	7693144	611	7693144	611
0	0	8015784	540	8144568	651	8335112	598	8335112	598
0	0	8696584	525	8836168	647	9040952	591	9040952	591
0	0	9374488	514	9506320	640	9695624	584	9695624	584
0	0	10063672	507	10202280	636	10423768	576	10423768	576
0	0	10764648	495	10898448	628	11127824	566	11127824	566
0	0	11462344	485	11599328	620	11820752	559	11820752	559
0	0	12171184	467	12316192	625	12493024	571	12493024	571
0	0	12889656	434	13026656	586	13203480	521	13203480	521
0	0	13617632	410	13764176	599	13976032	533	13976032	533
0	0	14371072	420	14519208	611	14691240	551	14691240	551
0	0	15118152	427	15269544	622	15436936	561	15436936	561
0	0	15857472	431	16004128	622	16215984	553	16215984	553
0	0	16569664	449	16719392	640	16910544	581	16910544	581
0	0	17283280	492	17429824	662	17617808	597	17617808	597
0	0	17992152	504	18149848	674	18328280	624	18328280	624
0	0	18699440	524	18850760	679	19054688	622	19054688	622
0	0	19411704	529	19572608	679	19736768	627	19736768	627
0	0	20123880	532	20279984	676	20445768	622	20445768	622
0	0	20829736	533	20973096	672	21164248	619	21164248	619
0	0	21533800	524	21683528	662	21889008	597	21889008	597
0	0	22228360	502	22374952	654	22574104	591	22574104	591
0	0	22921392	495	23077592	651	23299016	588	23299016	588
0	0	23601712	505	23751456	652	23957120	595	23957120	595
0	0	24279032	519	24424024	658	24601008	602	24601008	602
0	0	24949920	529	25086936	659	25252672	611	25252672	611
0	0	25613776	528	25753952	656	25945120	596	25945120	596
0	0	26275112	515	26429624	655	26612800	597	26612800	597
0	0	26942528	500	27084296	646	27269072	589	27269072	589
0	0	27605264	502	27743848	641	27935112	570	27935112	570
0	0	28268064	475	28406656	627	28610680	560	28610680	560
0	0	28934280	479	29068104	627	29260872	560	29260872	560
0	0	29598824	470	29735808	627	29923896	564	29923896	564
0	0	30263552	473	30410432	625	30589144	561	30589144	561
0	0	30922552	474	31058072	626	31289416	557	31289416	557
0	0	31575000	480	31712160	627	31914760	565	31914760	565
0	0	32233648	472	32372280	623	32584224	557	32584224	557
0	0	32882424	483	33017816	629	33194648	575	33194648	575
0	0	33532360	487	33674152	632	33855744	575	33855744	575
0	0	34175976	505	34316168	647	34502576	594	34502576	594
0	0	34829304	524	34969496	657	35148112	602	35148112	602
0	0	35482864	534	35618456	658	35793824	608	35793824	608
0	0	36141328	532	36284696	663	36467984	610	36467984	610
0	0	36796520	532	36944744	658	37121656	604	37121656	604
0	0	37464424	525	37612664	652	37786456	591	37786456	591
0	0	38132600	507	38271528	636	38452056	584	38452056	584
0	0	38791552	500	38941536	633	39110600	579	39110600	579
0	0	39448880	504	39589088	631	39772352	575	39772352	575
0	0	40099384	506	40245960	625	40422896	574	40422896	574
0	0	40738704	506	40898360	620	41048288	574	41048288	574
0	0	41379616	508	41515016	618	41709408	568	41709408	568
0	0	42015248	503	42152240	612	42352944	561	42352944	561
0	0	42661984	492	42803752	602	43001296	553	43001296	553
0	0	43311944	490	43450552	599	43640168	552	43640168	552
0	0	43965208	479	44110184	589	44296664	541	44296664	541
0	0	44632880	477	44781160	590	44969168	539	44969168	539
0	0	45299024	467	45434584	578	45633792	524	45633792	524
0	0	45963856	454	46096160	577	46287320	525	46287320	525
0	0	46620248	452	46771648	578	46983584	520	46983584	520
0	0	47283560	459	47423768	581	47615168	532	47615168	532
0	0	47943480	462	48096584	586	48263904	533	48263904	533
0	0	48592120	468	48733960	595	48925528	542	48925528	542
0	0	49238168	477	49380008	602	49573000	548	49573000	548
0	0	49874248	492	50020880	614	50205888	564	50205888	564
0	0	50515336	503	50655880	623	50849200	572	50849200	572
0	0	51149960	512	51285536	632	51519792	578	51519792	578
0	0	51781160	519	51929384	641	52116144	589	52116144	589
0	0	52417888	519	52559656	640	52741256	588	52741256	588
0	0	53061440	519	53203216	645	53392832	595	53392832	595
0	0	53700328	526	53851744	650	54033472	594	54033472	594
0	0	54344376	530	54492600	659	54672688	603	54672688	603
0	0	54998032	532	55151056	661	55315248	608	55315248	608
0	0	55648968	531	55797328	655	55967936	601	55967936	601
0	0	56299904	526	56444904	656	56658592	595	56658592	595
0	0	56958552	529	57117960	664	57295160	611	57295160	611
0	0	57601656	536	57764136	678	57956872	624	57956872	624
0	0	58255144	546	58427280	686	58608920	629	58608920	629
0	0	58928200	544	59089240	684	59294776	628	59294776	628
0	0	59597720	548	59766664	686	59969144	629	59969144	629
0	0	60274120	535	60431944	673	60592976	625	60592976	625
0	0	60948864	517	61119512	655	61280808	601	61280808	601
0	0	61625608	500	61777016	637	61960440	580	61960440	580
0	0	62298552	486	62456584	620	62654424	561	62654424	561
0	0	62968984	473	63123600	610	63308696	552	63308696	552
0	0	63634256	462	63784352	604	63984312	547	63984312	547
0	0	64286984	468	64439896	616	64634288	562	64634288	562
0	0	64927448	493	65093272	630	65279984	582	65279984	582
0	0	65559416	520	65729856	652	65895520	609	65895520	609
0	0	66183848	545	66365440	674	66534288	630	66534288	630
0	0	66811472	573	66993064	697	67166720	655	67166720	655
0	0	67443904	589	67641488	712	67794424	664	67794424	664
0	0	68089200	592	68262856	711	68423736	663	68423736	663
0	0	68747312	580	68944944	698	69093088	648	69093088	648
0	0	69418232	562	69587120	683	69765568	630	69765568	630
